Unnamed: 0,character,line,movie
6956,THOR,"I have more than enough words to describe you, Stark.",Avengers: Age of Ultron
6957,STEVE ROGERS,Thor! The Legionnaire.,Avengers: Age of Ultron
6958,THOR,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter. Now we have to retrieve it, again.",Avengers: Age of Ultron
6959,NATASHA ROMANOFF,The genie's out of that bottle. Clear and present is Ultron.,Avengers: Age of Ultron
6960,DR. HELEN CHO,I don't understand. You built this program. Why is it trying to kill us?,Avengers: Age of Ultron
6961,THOR,You think this is funny?,Avengers: Age of Ultron
6962,TONY STARK,"No. It's probably not, right? Is this very terrible? Is it so...is it so...it is. It's so terrible.",Avengers: Age of Ultron
6963,THOR,This could've been avoided if you hadn't played with something you don't understand.,Avengers: Age of Ultron
6964,TONY STARK,"No, I'm sorry. I'm sorry. It is funny. It's a hoot that you don't get why we need this.",Avengers: Age of Ultron
6965,BRUCE BANNER,"Tony, maybe this might not be the time to...",Avengers: Age of Ultron
6966,TONY STARK,"Really?! That's it? You just roll over, show your belly, every time somebody snarls.",Avengers: Age of Ultron
6967,BRUCE BANNER,Only when I've created a murder bot.,Avengers: Age of Ultron
6968,TONY STARK,We didn't. We weren't even close. Were we close to an interface?,Avengers: Age of Ultron
6969,STEVE ROGERS,"Well, you did something right. And you did it right here. The Avengers were supposed to be different than SHIELD.",Avengers: Age of Ultron
6970,TONY STARK,Anybody remember when I carried a nuke through a wormhole?,Avengers: Age of Ultron
6971,JAMES RHODES,"No, it's never come up.",Avengers: Age of Ultron
6972,TONY STARK,Saved New York?,Avengers: Age of Ultron
6973,JAMES RHODES,Never heard that.,Avengers: Age of Ultron
6974,TONY STARK,"Recall that? A hostile alien army came charging through a hole in space. We're standing three hundred feet below it. We're the Avengers. We can bust arms dealers all the live long day, but, that up there? That's...that's the end game. How were you guys planning on beating that?",Avengers: Age of Ultron
6975,STEVE ROGERS,Together.,Avengers: Age of Ultron
6976,TONY STARK,We'll lose.,Avengers: Age of Ultron
6977,STEVE ROGERS,"Then we'll do that together, too.  Thor's right. Ultron's calling us out. And I'd like to find him before he's ready for us. The world's a big place. Let's start making it smaller.",Avengers: Age of Ultron
6978,WANDA MAXIMOFF,Talk. And if you are wasting our time...,Avengers: Age of Ultron
6979,ULTRON,Did you know this church is in the exact center of the city? The elders decreed it so that everyone could be equally close to God. I like that. The geometry of belief.  You're wondering why you can't look inside my head.,Avengers: Age of Ultron
6980,WANDA MAXIMOFF,"Sometimes it's hard. But sooner or later, every man shows himself.",Avengers: Age of Ultron
6981,ULTRON,"Oh, I'm sure they do. But you needed something more than a man. That's why you let Stark take the scepter.",Avengers: Age of Ultron
6982,WANDA MAXIMOFF,"I didn't expect. But I saw Stark's fear, I knew it would control him, make him self-destruct.",Avengers: Age of Ultron
6983,ULTRON,"Everyone creates the thing they dread. Men of peace create engines of war, invaders create avengers, people create...smaller people? Uh...children! I lost the word there. Children. Designed to supplant them, to help them...end.",Avengers: Age of Ultron
6984,WANDA MAXIMOFF,Is that why you've come? To end the Avengers?,Avengers: Age of Ultron
6985,ULTRON,"I've come to save the world. But also, yeah. We'll move out right away. This is a start, but there's something we need to begin the real work.",Avengers: Age of Ultron
6986,WANDA MAXIMOFF,All of these are... All of these are...,Avengers: Age of Ultron
6987,ULTRON,"Me. I have what the Avengers never will. Harmony. They're discordant, disconnected. Stark's already got them turning on each other. And when you get inside the rest of their heads...",Avengers: Age of Ultron
6988,PIETRO MAXIMOFF,Everyone's plan is not to kill them.,Avengers: Age of Ultron
6989,ULTRON,And make them martyrs? You need patience. Need to see the big picture.,Avengers: Age of Ultron
6990,PIETRO MAXIMOFF,"I don't see the big picture, I have a little picture. I take it out and look at it every day.",Avengers: Age of Ultron
6991,ULTRON,You lost your parents in the bombings. I've seen the records.,Avengers: Age of Ultron
6992,PIETRO MAXIMOFF,The records are not the picture.,Avengers: Age of Ultron
6993,WANDA MAXIMOFF,Pietro.,Avengers: Age of Ultron
6994,ULTRON,"No, please.",Avengers: Age of Ultron
6995,PIETRO MAXIMOFF,"We were ten years old, having dinner, the four of us. When the first shell hits, two floors below, it makes a hole in the floor. It's big. Our parents go in, and the whole building starts coming apart. I grab her, roll under the bed and the second shell hits. But, it doesn't go off. It just...sits there in the rubble, three feet from our faces. And on the side of the shell is painted one word...",Avengers: Age of Ultron
6996,WANDA MAXIMOFF,Stark.,Avengers: Age of Ultron
6997,PIETRO MAXIMOFF,We were trapped two days.,Avengers: Age of Ultron
6998,WANDA MAXIMOFF,"Every effort to save us, every shift in the bricks, I think, ""This will set it off."" We wait for two days for Tony Stark to kill us.",Avengers: Age of Ultron
6999,PIETRO MAXIMOFF,I know what they are.,Avengers: Age of Ultron
7000,ULTRON,"I wondered why only you two survived Strucker's experiments. Now I don't. We will make it right. You and I can hurt them.  But you will tear them apart, from the inside.",Avengers: Age of Ultron
7001,MARIA HILL,"He's all over the globe. Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place.",Avengers: Age of Ultron
7002,STEVE ROGERS,Fatalities?,Avengers: Age of Ultron
7003,MARIA HILL,"Only when engaged. Mostly guys left in a fugue state going on about old memories, worst fears, and something too fast to see.",Avengers: Age of Ultron
7004,STEVE ROGERS,"Maximoffs. Well, that makes sense he'd go to them, they have someone in common.",Avengers: Age of Ultron
7005,MARIA HILL,Not anymore.,Avengers: Age of Ultron
7006,CLINT BARTON,"That's a negative. I answer to you. Yes, ma'am.",Avengers: Age of Ultron
7007,STEVE ROGERS,"Barton, we might have something.",Avengers: Age of Ultron
7008,CLINT BARTON,Gotta go.,Avengers: Age of Ultron
7009,STEVE ROGERS,Who was that?,Avengers: Age of Ultron
7010,CLINT BARTON,Girlfriend.,Avengers: Age of Ultron
7011,TONY STARK,What's this?,Avengers: Age of Ultron
7012,STEVE ROGERS,A message. Ultron killed Strucker.,Avengers: Age of Ultron
7013,TONY STARK,"And he did a Banksy at the crime scene, just for us.",Avengers: Age of Ultron
7014,NATASHA ROMANOFF,This is a smokescreen. Why send a message when you've just given a speech?,Avengers: Age of Ultron
7015,STEVE ROGERS,Strucker knew something that Ultron wanted us to miss.,Avengers: Age of Ultron
7016,NATASHA ROMANOFF,"Yeah, I bet he...  Yep. Everything we had on Strucker has been erased.",Avengers: Age of Ultron
7017,TONY STARK,Not everything.,Avengers: Age of Ultron
7018,STEVE ROGERS,"Known associates. Well, Strucker had a lot of friends.",Avengers: Age of Ultron
7019,BRUCE BANNER,"Well, these people are all horrible.",Avengers: Age of Ultron
7020,TONY STARK,"Wait. I know that guy.  From back in the day. He operates off the African coast, black market arms.  There are conventions, alright? You meet people, I didn't sell him anything.  He was talking about finding something new, a game changer, it was all very ""Ahab.""",Avengers: Age of Ultron
7021,THOR,This.,Avengers: Age of Ultron
7022,TONY STARK,"Uh, it's a tattoo. I don't think he had it...",Avengers: Age of Ultron
7023,THOR,"No, those are tattoos, this is a brand.",Avengers: Age of Ultron
7024,BRUCE BANNER,"Oh, yeah. It's a word in an African dialect meaning thief, in a much less friendly way.",Avengers: Age of Ultron
7025,STEVE ROGERS,What dialect?,Avengers: Age of Ultron
7026,BRUCE BANNER,Wakanada...? Wa...Wa...Wakanda.,Avengers: Age of Ultron
7027,TONY STARK,If this guy got out of Wakanda with some of their trade goods...,Avengers: Age of Ultron
7028,STEVE ROGERS,I thought your father said he got the last of it?,Avengers: Age of Ultron
7029,BRUCE BANNER,I don't follow. What comes out of Wakanda?,Avengers: Age of Ultron
7030,TONY STARK,The strongest metal on earth.,Avengers: Age of Ultron
7031,STEVE ROGERS,Where is this guy now?,Avengers: Age of Ultron
7032,ULYSSES KLAUE,"Don't tell me your man swindled you. I sent you six short range heat seekers and got a boat full of rusted parts. Now, you will make it right, or the next missile I send you will come very much faster.  Now, minister, where were we?  Yeah. The enhanced. Strucker's prize pupils.  Want a candy? Oh, sorry to hear about Strucker. But then, he knew what kind of world he was helping create. Human life, not a growth market.  You...you didn't know? Is this your first time intimidating someone? I'm afraid that I'm not that afraid.",Avengers: Age of Ultron
7033,WANDA MAXIMOFF,Everybody's afraid of something.,Avengers: Age of Ultron
7034,ULYSSES KLAUE,"Cuttlefish. Deep sea fish. They make lights. disco lights. Whoom, whoom, whoom! to hypnotize their prey, then whoom! I saw a documentary, it was terrifying.  So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge.",Avengers: Age of Ultron
7035,ULTRON,"There is no ""man"" in charge. Let's talk business.  Upon this rock I will build my church. Vibranium.",Avengers: Age of Ultron
7036,ULYSSES KLAUE,"You know, it came at great personal cost. It's worth billions.",Avengers: Age of Ultron
7037,ULTRON,"Now, so are you. It's all under your dummy holdings? Finance is so weird. But I always say, ""Keep your friends rich and your enemies rich, and wait to find out which is which.""",Avengers: Age of Ultron
7038,ULYSSES KLAUE,Stark.,Avengers: Age of Ultron
7039,ULTRON,What?,Avengers: Age of Ultron
7040,ULYSSES KLAUE,Tony Stark used to say that...to me. You're one of his.,Avengers: Age of Ultron
7041,ULTRON,"What?! I'm not...!  I'm not. You think I'm one of Stark's puppets, his hollow men? I mean look at me, do I look like Iron Man? Stark is nothing!  I'm sorry. I am sor... Ooh, I'm sure that's going to be okay. I'm sorry, it's just I don't understand. Don't compare me with Stark! he's a sickness!",Avengers: Age of Ultron
7042,TONY STARK,"Ahh, Junior.  You're gonna break your old man's heart.",Avengers: Age of Ultron
7043,ULTRON,If I have to.,Avengers: Age of Ultron
7044,THOR,We don't have to break anything.,Avengers: Age of Ultron
7045,ULTRON,Clearly you've never made an omelet.,Avengers: Age of Ultron
7046,TONY STARK,He beat me by one second.,Avengers: Age of Ultron
7047,PIETRO MAXIMOFF,"Ah, this is funny, Mr. Stark. It's what, comfortable? Like old times?",Avengers: Age of Ultron
7048,TONY STARK,This was never my life.,Avengers: Age of Ultron
7049,STEVE ROGERS,You two can still walk away from this.,Avengers: Age of Ultron
7050,WANDA MAXIMOFF,"Oh, we will.",Avengers: Age of Ultron
7051,STEVE ROGERS,I know you've suffered.,Avengers: Age of Ultron
7052,ULTRON,"Uuughh! Captain America. God's righteous man, pretending you could live without a war. I can't physically throw up in my mouth, but...",Avengers: Age of Ultron
7053,THOR,"If you believe in peace, then let us keep it.",Avengers: Age of Ultron
7054,ULTRON,I think you're confusing peace with quiet.,Avengers: Age of Ultron
7055,TONY STARK,Yuh-huh. What's the Vibranium for?,Avengers: Age of Ultron
7056,ULTRON,"I'm glad you asked that, because I wanted to take this time to explain my evil plan!",Avengers: Age of Ultron
7057,ULYSSES KLAUE,Shoot them!,Avengers: Age of Ultron
7058,KLAUE'S MERCENARY,Which ones?,Avengers: Age of Ultron
7059,ULYSSES KLAUE,All of them!,Avengers: Age of Ultron
7060,KLAUE'S MERCENARY,"Move, move, move!",Avengers: Age of Ultron
7061,STEVE ROGERS,"Stay down, kid!",Avengers: Age of Ultron
7062,ULTRON,It's time for some mind games.,Avengers: Age of Ultron
7063,BRUCE BANNER,"Guys, is this a Code Green?",Avengers: Age of Ultron
7064,STEVE ROGERS,Thor! Status?,Avengers: Age of Ultron
7065,THOR,"The girl tried to warp my mind. Take special care, I doubt a human could keep her at bay. Fortunately, I am mighty.",Avengers: Age of Ultron
7066,ULTRON,This is going very well.,Avengers: Age of Ultron
7067,CLINT BARTON,"I've done the whole mind control thing. Not a fan.  Yeah, you better run.  Whoever's standing, we gotta move! Guys?",Avengers: Age of Ultron
7068,BALLET INSTRUCTOR,Again.,Avengers: Age of Ultron
7069,NATASHA ROMANOFF,You'll break them.,Avengers: Age of Ultron
7070,MADAME B,Only the breakable ones. You are made of marble. We'll celebrate after the graduation ceremony.,Avengers: Age of Ultron
7071,NATASHA ROMANOFF,What if I fail?,Avengers: Age of Ultron
7072,MADAME B,You never fail.,Avengers: Age of Ultron
7073,PEGGY CARTER,Are you ready for our dance?,Avengers: Age of Ultron
7074,HEIMDALL,Is it him? Is that the first son of Odin?,Avengers: Age of Ultron
7075,THOR,"Heimdall, your eyes?!",Avengers: Age of Ultron
7076,HEIMDALL,"Oh, they see everything. They see you leading us to Hel. Wake up!",Avengers: Age of Ultron
7077,PEGGY CARTER,"The war's over, Steve. We can go home. Imagine it!",Avengers: Age of Ultron
7078,THOR,I can still save you.,Avengers: Age of Ultron
7079,HEIMDALL,"We are all dead. Can you not see?  You're a destroyer, Odinson. See where your power leads.",Avengers: Age of Ultron
7080,MADAME B,Sloppy. Pretending to fail. The ceremony is necessary for you to take your place in the world.,Avengers: Age of Ultron
7081,NATASHA ROMANOFF,I have no place in the world.,Avengers: Age of Ultron
7082,MADAME B,Exactly.,Avengers: Age of Ultron
7083,PIETRO MAXIMOFF,What can I do?,Avengers: Age of Ultron
7084,WANDA MAXIMOFF,"Ah, it hurts.",Avengers: Age of Ultron
7085,PIETRO MAXIMOFF,I'm gonna kill him. I'll be right back.,Avengers: Age of Ultron
7086,WANDA MAXIMOFF,No. I'm over it. I want...I want to finish the plan.  I want the big one.,Avengers: Age of Ultron
7087,ULTRON,"Ah, the Vibranium's getting away.",Avengers: Age of Ultron
7088,TONY STARK,And you're not going anywhere.,Avengers: Age of Ultron
7089,ULTRON,"Of course not, I'm already there. You'll catch on. But first, you might need to catch Dr. Banner.",Avengers: Age of Ultron
7090,TONY STARK,"News or footage, keyword: Hulk.  Natasha, I could really use a lullaby.",Avengers: Age of Ultron
7091,CLINT BARTON,"Well, that's not gonna happen. Not for a while. The whole team is down, you got no back up here.",Avengers: Age of Ultron
7092,TONY STARK,"I'm calling in VERONICA.  Alright everybody, stand down!  You listening? That little witch is messing with your mind. You're stronger than her, you're smarter than her, you're Bruce Banner.  Right, right, right! Don't mention puny Banner.  Okay.  In the back? Dick move, Banner.  VERONICA, gimme a hand.  Go to sleep, go to sleep, go to sleep!  Okay, pal, we're gonna get you out of town.  No, not that way, not that way!  Come on, Bruce! You gotta work with me!   Everybody out! Going to get ugly!  I'm sorry.  Damage report.  That's comprehensive. Show me something.  How quickly can we buy this building?",Avengers: Age of Ultron
7093,MARIA HILL,"The news is loving you guys. Nobody else is. There's been no official call for Banner's arrest, but it's in the air.",Avengers: Age of Ultron
7094,TONY STARK,Stark Relief Foundation?,Avengers: Age of Ultron
7095,MARIA HILL,Already on the scene. How's the team?,Avengers: Age of Ultron
7096,TONY STARK,Everyone's...we took a hit. We'll shake it off.,Avengers: Age of Ultron
7097,MARIA HILL,"Well for now I'd stay in stealth mode, and stay away from here.",Avengers: Age of Ultron
7098,TONY STARK,"So, run and hide?",Avengers: Age of Ultron
7099,MARIA HILL,"Until we can find Ultron, I don't have a lot else to offer.",Avengers: Age of Ultron
7100,TONY STARK,"Neither do we.   Hey, you wanna switch out?",Avengers: Age of Ultron
7101,CLINT BARTON,"No, I'm good. If you wanna get some kip, now's a good time, cause we're still a few hours out.",Avengers: Age of Ultron
7102,TONY STARK,A few hours from where?,Avengers: Age of Ultron
7103,CLINT BARTON,A safe house.,Avengers: Age of Ultron
7104,THOR,What is this place?,Avengers: Age of Ultron
7105,TONY STARK,A safe house?,Avengers: Age of Ultron
7106,CLINT BARTON,"Let's hope.  Honey, I'm home. Hi. Company. Sorry I didn't call ahead.",Avengers: Age of Ultron
7107,LAURA BARTON,Hey.,Avengers: Age of Ultron
7108,TONY STARK,This is an agent of some kind.,Avengers: Age of Ultron
7109,CLINT BARTON,"Gentleman, this is Laura.",Avengers: Age of Ultron
7110,LAURA BARTON,I know all your names.,Avengers: Age of Ultron
7111,CLINT BARTON,"Ooh, incoming.",Avengers: Age of Ultron
7112,LILA BARTON,Dad!,Avengers: Age of Ultron
7113,CLINT BARTON,"I see her!  Hey, buddy! How you guys doing? Ooh...",Avengers: Age of Ultron
7114,TONY STARK,These are...smaller agents.,Avengers: Age of Ultron
7115,CLINT BARTON,"Look at your face! Oh, my goodness!",Avengers: Age of Ultron
7116,LILA BARTON,Did you bring Auntie Nat?,Avengers: Age of Ultron
7117,NATASHA ROMANOFF,Why don't you hug her and find out?,Avengers: Age of Ultron
7118,STEVE ROGERS,Sorry for barging in on you.,Avengers: Age of Ultron
7119,TONY STARK,"Yeah, we would have called ahead, but we were busy having no idea that you existed.",Avengers: Age of Ultron
7120,CLINT BARTON,"Yeah, well Fury helped me set this up when I joined. He kept it off SHIELD's files, I'd like to keep it that way. I figure it's a good place to lay low.",Avengers: Age of Ultron
7121,LAURA BARTON,"Honey. Ah, I missed you.",Avengers: Age of Ultron
7122,NATASHA ROMANOFF,"How's little Natasha, huh?",Avengers: Age of Ultron
7123,LAURA BARTON,She's…Nathaniel.,Avengers: Age of Ultron
7124,NATASHA ROMANOFF,Traitor.,Avengers: Age of Ultron
7125,STEVE ROGERS,Thor.,Avengers: Age of Ultron
7126,THOR,"I saw something in that dream. I need answers, I won't find them here.",Avengers: Age of Ultron
7127,PEGGY CARTER,We can go home.,Avengers: Age of Ultron
7128,CLINT BARTON,"See, you worried for nothing. Can't even feel the difference, can you?",Avengers: Age of Ultron
7129,LAURA BARTON,"If they're sleeping here, some of them are gonna have to double up.",Avengers: Age of Ultron
7130,CLINT BARTON,"Yeah, that's not gonna sell.",Avengers: Age of Ultron
7131,LAURA BARTON,What about Nat and Dr. Banner? How long has that been going on?,Avengers: Age of Ultron
7132,CLINT BARTON,Has what?,Avengers: Age of Ultron
7133,LAURA BARTON,You are so cute.,Avengers: Age of Ultron
7134,CLINT BARTON,Nat and...and Banner?,Avengers: Age of Ultron
7135,LAURA BARTON,"I'll explain when you're older, Hawkeye.",Avengers: Age of Ultron
7136,CLINT BARTON,Oh. Okay.,Avengers: Age of Ultron
7137,LAURA BARTON,"It's bad, right? Nat seems really shaken.",Avengers: Age of Ultron
7138,CLINT BARTON,"Ultron has these allies, these uh, kids, they're punks really. They carry a big damn stick and Nat took a serious hit. Someone's gonna have to teach 'em some manners.",Avengers: Age of Ultron
7139,LAURA BARTON,"And that someone be you. You know I totally support your Avenging, I couldn't be prouder. But I see those guys, those ""Gods""...",Avengers: Age of Ultron
7140,CLINT BARTON,You don't think they need me.,Avengers: Age of Ultron
7141,LAURA BARTON,I think they do. Which is a lot scarier. They're a mess.,Avengers: Age of Ultron
7142,CLINT BARTON,Yeah. I guess they're my mess.,Avengers: Age of Ultron
7143,LAURA BARTON,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need...just be sure.",Avengers: Age of Ultron
7144,CLINT BARTON,"Yes, ma'am.",Avengers: Age of Ultron
7145,LAURA BARTON,I can feel the difference.,Avengers: Age of Ultron
7146,ULTRON,"Scream, and your entire staff dies. I could've killed you, Helen, the night we met. I didn't.",Avengers: Age of Ultron
7147,DR. HELEN CHO,Do you expect a thank you note?,Avengers: Age of Ultron
7148,ULTRON,I expect you to know why.,Avengers: Age of Ultron
7149,DR. HELEN CHO,"The Cradle.  ""This is the next thing, Tony.""",Avengers: Age of Ultron
7150,ULTRON,This...is the next me.,Avengers: Age of Ultron
7151,DR. HELEN CHO,"The regeneration cradle prints tissue, it can't build a living body.",Avengers: Age of Ultron
7152,ULTRON,"It can, you can. You lack the materials. You're a brilliant woman, Helen. But we all have room to improve.",Avengers: Age of Ultron
7153,BRUCE BANNER,I didn't realize you were waiting.,Avengers: Age of Ultron
7154,NATASHA ROMANOFF,"I would've joined you, but uh, it didn't seem like the right time.",Avengers: Age of Ultron
7155,BRUCE BANNER,They used up all the hot water.,Avengers: Age of Ultron
7156,NATASHA ROMANOFF,I should've joined you.,Avengers: Age of Ultron
7157,BRUCE BANNER,Missed our window.,Avengers: Age of Ultron
7158,NATASHA ROMANOFF,Did we?,Avengers: Age of Ultron
7159,BRUCE BANNER,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave.",Avengers: Age of Ultron
7160,NATASHA ROMANOFF,"But you assume that I have to stay? I had this, um, dream. The kind that seems normal at the time, but when you wake...",Avengers: Age of Ultron
7161,BRUCE BANNER,What did you dream?,Avengers: Age of Ultron
7162,NATASHA ROMANOFF,That I was an Avenger. That I was anything more than the assassin they made me.,Avengers: Age of Ultron
7163,BRUCE BANNER,I think you're being hard on yourself.,Avengers: Age of Ultron
7164,NATASHA ROMANOFF,Here I was hoping that was your job.,Avengers: Age of Ultron
7165,BRUCE BANNER,What are you doing?,Avengers: Age of Ultron
7166,NATASHA ROMANOFF,"I'm running with it, with you. If running's the plan, as far as you want.",Avengers: Age of Ultron
7167,BRUCE BANNER,Are you out of your mind?,Avengers: Age of Ultron
7168,NATASHA ROMANOFF,I want you to understand that I'm...,Avengers: Age of Ultron
7169,BRUCE BANNER,"Natasha, where can I go? Where in the world am I not a threat?",Avengers: Age of Ultron
7170,NATASHA ROMANOFF,You're not a threat to me.,Avengers: Age of Ultron
7171,BRUCE BANNER,"You sure? Even if I didn't just...there's no future with me. I can't ever...I can't have this, kids, do the math, I physically can't.",Avengers: Age of Ultron
7172,NATASHA ROMANOFF,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. It's efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing.  You still think you're the only monster on the team?",Avengers: Age of Ultron
7173,BRUCE BANNER,"What, so we disappear?",Avengers: Age of Ultron
7174,TONY STARK,Thor didn't say where he was going for answers?,Avengers: Age of Ultron
7175,STEVE ROGERS,Sometimes my teammates don't tell me things. I was kind of hoping Thor would be the exception.,Avengers: Age of Ultron
7176,TONY STARK,"Yeah, give him time. We don't know what the Maximoff kid showed him.",Avengers: Age of Ultron
7177,STEVE ROGERS,"""Earth's Mightiest Heroes."" Pulled us apart like cotton candy.",Avengers: Age of Ultron
7178,TONY STARK,Seems like you walked away all right.,Avengers: Age of Ultron
7179,STEVE ROGERS,Is that a problem?,Avengers: Age of Ultron
7180,TONY STARK,I don't trust a guy without a dark side. Call me old fashioned.,Avengers: Age of Ultron
7181,STEVE ROGERS,Well let's just say you haven't seen it yet.,Avengers: Age of Ultron
7182,TONY STARK,"You know Ultron is trying to tear us apart, right?",Avengers: Age of Ultron
7183,STEVE ROGERS,Well I guess you'd know. Whether you tell us is a bit of a question.,Avengers: Age of Ultron
7184,TONY STARK,Banner and I were doing research.,Avengers: Age of Ultron
7185,STEVE ROGERS,That would affect the team.,Avengers: Age of Ultron
7186,TONY STARK,"That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?",Avengers: Age of Ultron
7187,STEVE ROGERS,"Every time someone tries to win a war before it starts, innocent people die. Every time.",Avengers: Age of Ultron
7188,LAURA BARTON,"I'm sorry. Mr. Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all. I thought maybe you might...",Avengers: Age of Ultron
7189,TONY STARK,"Yeah, I'll give her a kick.  Don't take from my pile.  Hello, Deere. Tell me everything. What ails you?",Avengers: Age of Ultron
7190,NICK FURY,Do me a favor. Try not to bring it to life.,Avengers: Age of Ultron
7191,TONY STARK,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?",Avengers: Age of Ultron
7192,NICK FURY,Artificial intelligence. You never even hesitated.,Avengers: Age of Ultron
7193,TONY STARK,"Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?",Avengers: Age of Ultron
7194,NICK FURY,Look me in the eye and tell me you're going to shut him down.,Avengers: Age of Ultron
7195,TONY STARK,You're not the director of me.,Avengers: Age of Ultron
7196,NICK FURY,"I'm not the director of anybody. I'm just an old man, who cares very much about you.",Avengers: Age of Ultron
7197,TONY STARK,"And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could.",Avengers: Age of Ultron
7198,NICK FURY,"The Maximoff girl, she's working you, Stark. Playing on your fear.",Avengers: Age of Ultron
7199,TONY STARK,"I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on.",Avengers: Age of Ultron
7200,NICK FURY,"You've come up with some pretty impressive inventions, Tony. War isn't one of them.",Avengers: Age of Ultron
7201,TONY STARK,"I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part.",Avengers: Age of Ultron
7202,NICK FURY,The worst part is that you didn't.,Avengers: Age of Ultron
7203,ERIK SELVIG,"I like the look. If you're going for inconspicuous, though, near miss.",Avengers: Age of Ultron
7204,THOR,I need your help.,Avengers: Age of Ultron
7205,ERIK SELVIG,It's nice to be needed.,Avengers: Age of Ultron
7206,THOR,It's dangerous.,Avengers: Age of Ultron
7207,ERIK SELVIG,I'd be disappointed if it wasn't.,Avengers: Age of Ultron
7208,NICK FURY,"Ultron took you folks out of play to buy himself time. My contacts all say he's building something. The amount of Vibranium he made off with, I don't think it's just one thing.",Avengers: Age of Ultron
7209,STEVE ROGERS,What about Ultron himself?,Avengers: Age of Ultron
7210,NICK FURY,"Ah. He's easy to track, he's everywhere. Guy's multiplying faster than a Catholic rabbit. Still doesn't help us get an angle on any of his plans though.",Avengers: Age of Ultron
7211,TONY STARK,He still going after launch codes?,Avengers: Age of Ultron
7212,NICK FURY,"Yes, he is, but he's not making any headway.",Avengers: Age of Ultron
7213,TONY STARK,I cracked the Pentagon's firewall in high school on a dare.,Avengers: Age of Ultron
7214,NICK FURY,"Yeah, well, I contacted our friends at the NEXUS about that.",Avengers: Age of Ultron
7215,STEVE ROGERS,NEXUS?,Avengers: Age of Ultron
7216,BRUCE BANNER,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth.",Avengers: Age of Ultron
7217,CLINT BARTON,So what'd they say?,Avengers: Age of Ultron
7218,NICK FURY,"He's fixated on the missiles, but the codes are constantly being changed.",Avengers: Age of Ultron
7219,TONY STARK,By whom?,Avengers: Age of Ultron
7220,NICK FURY,Parties unknown.,Avengers: Age of Ultron
7221,NATASHA ROMANOFF,Do we have an ally?,Avengers: Age of Ultron
7222,NICK FURY,"Ultron's got an enemy, that's not the same thing. Still, I'd pay folding money to know who it is.",Avengers: Age of Ultron
7223,TONY STARK,"I might need to visit Oslo, find our ""unknown.""",Avengers: Age of Ultron
7224,NATASHA ROMANOFF,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that.",Avengers: Age of Ultron
7225,NICK FURY,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard.",Avengers: Age of Ultron
7226,NATASHA ROMANOFF,Steve doesn't like that kind of talk.,Avengers: Age of Ultron
7227,STEVE ROGERS,"You know what, Romanoff?",Avengers: Age of Ultron
7228,NICK FURY,So what does he want?,Avengers: Age of Ultron
7229,STEVE ROGERS,To become better. Better than us. He keeps building bodies.,Avengers: Age of Ultron
7230,TONY STARK,"Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it.",Avengers: Age of Ultron
7231,NATASHA ROMANOFF,"When you two programmed him to protect the human race, you amazingly failed.",Avengers: Age of Ultron
7232,BRUCE BANNER,"They don't need to be protected, they need to evolve. Ultron's going to evolve.",Avengers: Age of Ultron
7233,NICK FURY,How?,Avengers: Age of Ultron
7234,BRUCE BANNER,Has anyone been in contact with Helen Cho?,Avengers: Age of Ultron
7235,DR. HELEN CHO,"It's beautiful. The Vibranium atoms aren't just compatible with the tissue cells, they're binding them. And SHIELD never even thought...",Avengers: Age of Ultron
7236,ULTRON,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within.",Avengers: Age of Ultron
7237,STEVE ROGERS,I'll take Natasha and Clint.,Avengers: Age of Ultron
7238,TONY STARK,"Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can.",Avengers: Age of Ultron
