Unnamed: 0,character,line,movie
13325,VISION,Please. Please leave.,Avengers: Infinity War
13326,WANDA MAXIMOFF,You asked me to stay.... I'm staying.,Avengers: Infinity War
13327,VISION,Please.,Avengers: Infinity War
13328,WANDA MAXIMOFF,Get up.,Avengers: Infinity War
13329,PROXIMA MIDNIGHT,Get up.,Avengers: Infinity War
13330,CORVUS GLAIVE,I can't.,Avengers: Infinity War
13331,NATASHA ROMANOFF,We don't wanna kill you. But we will.,Avengers: Infinity War
13332,PROXIMA MIDNIGHT,You'll never get the chance again.,Avengers: Infinity War
13333,SAM WILSON,Can you stand?,Avengers: Infinity War
13334,VISION,"Thank you, Captain.",Avengers: Infinity War
13335,STEVE ROGERS,Let's get you on the jet.,Avengers: Infinity War
13336,NATASHA ROMANOFF,"I thought we had a deal. Stay close, check in. Don't take any chances.",Avengers: Infinity War
13337,WANDA MAXIMOFF,I'm sorry. We just wanted time.,Avengers: Infinity War
13338,SAM WILSON,"Where to, Cap?",Avengers: Infinity War
13339,STEVE ROGERS,Home.,Avengers: Infinity War
13340,GAMORA'S MOTHER,Shh. We'll be safe. We'll be safe.,Avengers: Infinity War
13341,EBONY MAW,Zehobereians…,Avengers: Infinity War
13342,YOUNG GAMORA,Mother! Where's my mother?!,Avengers: Infinity War
13343,EBONY MAW,"Zen-Whoberis... Choose a side, or die.",Avengers: Infinity War
13344,YOUNG GAMORA,Mother!,Avengers: Infinity War
13345,EBONY MAW,"One side is a revelation. The other, an honor known only to a few.",Avengers: Infinity War
13346,THANOS,"What's wrong, little one?",Avengers: Infinity War
13347,YOUNG GAMORA,My mother. Where is my mother?,Avengers: Infinity War
13348,THANOS,What's your name?,Avengers: Infinity War
13349,YOUNG GAMORA,Gamora.,Avengers: Infinity War
13350,THANOS,"You're quite the fighter, Gamora. Come. Let me help you.  Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try.",Avengers: Infinity War
13351,EBONY MAW,"Now go in peace, and meet your Maker.",Avengers: Infinity War
13352,THANOS,Concentrate. There! You've got it.,Avengers: Infinity War
13353,PETER QUILL,"Gamora. Do you know if these grenades are the ""blow off your junk"" kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--",Avengers: Infinity War
13354,GAMORA,I need to ask a favor.,Avengers: Infinity War
13355,PETER QUILL,"Yeah, sure.",Avengers: Infinity War
13356,GAMORA,"One way or another, the path that we're on leads to Thanos.",Avengers: Infinity War
13357,PETER QUILL,Which is what the grenades are for.  I'm sorry. What's the favor?,Avengers: Infinity War
13358,GAMORA,If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me.,Avengers: Infinity War
13359,PETER QUILL,What?,Avengers: Infinity War
13360,GAMORA,I know something he doesn't. If he finds out… the entire Universe could be at risk.,Avengers: Infinity War
13361,PETER QUILL,What do you know?,Avengers: Infinity War
13362,GAMORA,"If I tell you, you'd know, too.",Avengers: Infinity War
13363,PETER QUILL,"If it's so important, shouldn't I?",Avengers: Infinity War
13364,GAMORA,Only if you wanna die.,Avengers: Infinity War
13365,PETER QUILL,Why does somebody always have to die in this scenario?,Avengers: Infinity War
13366,GAMORA,"Just… trust me. And possibly, kill me.",Avengers: Infinity War
13367,PETER QUILL,"I mean, I'd like to. I really would…",Avengers: Infinity War
13368,GAMORA,Swear to me. Swear to me on your mother.,Avengers: Infinity War
13369,PETER QUILL,Okay. Dude. How long have you been standing there?,Avengers: Infinity War
13370,DRAX,An hour.,Avengers: Infinity War
13371,PETER QUILL,An hour? Are you serious?,Avengers: Infinity War
13372,DRAX,I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch.,Avengers: Infinity War
13373,PETER QUILL,You're eating a zarg-nut.,Avengers: Infinity War
13374,DRAX,But my movement... was so slow... that it's imperceptible.,Avengers: Infinity War
13375,PETER QUILL,"Mmm, no.",Avengers: Infinity War
13376,DRAX,I'm sure I'm invisible.,Avengers: Infinity War
13377,MANTIS,"Hi, Drax.",Avengers: Infinity War
13378,DRAX,Damn it.,Avengers: Infinity War
13379,PETER QUILL,This place looks deserted.,Avengers: Infinity War
13380,DRAX,I'm reading movement from the third quadrant.,Avengers: Infinity War
13381,PETER QUILL,"Yep. I'm picking that up, too. Let's put it down right here.",Avengers: Infinity War
13382,COLLECTOR,I don't have it.,Avengers: Infinity War
13383,THANOS,"Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection. I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering.",Avengers: Infinity War
13384,COLLECTOR,I told you. I sold it. Why would I lie?,Avengers: Infinity War
13385,THANOS,I imagine it's like breathing for you.,Avengers: Infinity War
13386,COLLECTOR,Like suicide.,Avengers: Infinity War
13387,THANOS,So you do understand. Not even you would surrender something so precious.,Avengers: Infinity War
13388,COLLECTOR,I didn't know what it was.,Avengers: Infinity War
13389,THANOS,"Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?",Avengers: Infinity War
13390,DRAX,Today...,Avengers: Infinity War
13391,PETER QUILL,Drax. Drax.,Avengers: Infinity War
13392,DRAX,...He pays for the deaths of my wife and daughter.,Avengers: Infinity War
13393,PETER QUILL,"Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah.",Avengers: Infinity War
13394,DRAX,No. No. For Ovette. For Camaria.,Avengers: Infinity War
13395,MANTIS,Sleeeep.,Avengers: Infinity War
13396,PETER QUILL,"Okay. Gamora, Mantis, you go right. I'm...  The other right!",Avengers: Infinity War
13397,THANOS,Why?  Why you? Daughter…,Avengers: Infinity War
13398,PETER QUILL,That was quick.,Avengers: Infinity War
13399,COLLECTOR,Magnificent! Magnificent! Magnificent!,Avengers: Infinity War
13400,THANOS,"Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure. Reality is often disappointing. That is, it was. Now… reality can be whatever I want.",Avengers: Infinity War
13401,GAMORA,You knew I'd come.,Avengers: Infinity War
13402,THANOS,"I counted on it. There's something we need to discuss, little one.",Avengers: Infinity War
13403,DRAX,Thanos!,Avengers: Infinity War
13404,PETER QUILL,"Let her go, Grimace!",Avengers: Infinity War
13405,GAMORA,Peter…,Avengers: Infinity War
13406,PETER QUILL,I told you to go right.,Avengers: Infinity War
13407,GAMORA,Now? Really?,Avengers: Infinity War
13408,PETER QUILL,You let her go!,Avengers: Infinity War
13409,THANOS,"Ah, the boyfriend.",Avengers: Infinity War
13410,PETER QUILL,I like to think of myself more as a Titan-killing long-term booty call. Let her go.,Avengers: Infinity War
13411,GAMORA,Peter…,Avengers: Infinity War
13412,PETER QUILL,Or I'm gonna blow that nut sack of a chin right off your face!,Avengers: Infinity War
13413,GAMORA,Not him. You promised! You promised.,Avengers: Infinity War
13414,THANOS,"Oh, daughter. You expect too much from him.  She's asked, hasn't she? Do it.  DO IT!!",Avengers: Infinity War
13415,PETER QUILL,I told you to go right.,Avengers: Infinity War
13416,GAMORA,"I love you, more than anything.",Avengers: Infinity War
13417,PETER QUILL,"I love you, too.",Avengers: Infinity War
13418,THANOS,I like you.,Avengers: Infinity War
13419,SECRETARY ROSS,Still no word from Vision?,Avengers: Infinity War
13420,JAMES RHODES,Satellites lost him somewhere over Edinburgh.,Avengers: Infinity War
13421,SECRETARY ROSS,On a stolen Quinjet with four of the world's most wanted criminals.,Avengers: Infinity War
13422,JAMES RHODES,"You know they're only criminals because you've chosen to call them that, right, sir?",Avengers: Infinity War
13423,SECRETARY ROSS,"My God, Rhodes, your talent for horseshit rivals my own.",Avengers: Infinity War
13424,JAMES RHODES,"If it weren't for those Accords, Vision would've been right here.",Avengers: Infinity War
13425,SECRETARY ROSS,"I remember your signature on those papers, Colonel.",Avengers: Infinity War
13426,JAMES RHODES,That's right. And I'm pretty sure I've paid for that.,Avengers: Infinity War
13427,SECRETARY ROSS,You have second thoughts?,Avengers: Infinity War
13428,JAMES RHODES,Not anymore.,Avengers: Infinity War
13429,STEVE ROGERS,Mr. Secretary.,Avengers: Infinity War
13430,SECRETARY ROSS,You got some nerve. I'll give you that.,Avengers: Infinity War
13431,NATASHA ROMANOFF,You could use some of that right now.,Avengers: Infinity War
13432,SECRETARY ROSS,"The world's on fire. And you think, all is forgiven?",Avengers: Infinity War
13433,STEVE ROGERS,"I'm not looking for forgiveness. And I'm way past asking for permission. Earth just lost her best defender. So we're here to fight.  And if you wanna stand in our way... we'll fight you, too.",Avengers: Infinity War
13434,SECRETARY ROSS,Arrest them.,Avengers: Infinity War
13435,JAMES RHODES,"All over it.  That's a court-martial. It's great to see you, Cap.",Avengers: Infinity War
13436,STEVE ROGERS,"You too, Rhodey.",Avengers: Infinity War
13437,JAMES RHODES,Well. You guys really look like crap. Must've been a rough couple of years.,Avengers: Infinity War
13438,SAM WILSON,"Yeah, well, the hotels weren't exactly five star.",Avengers: Infinity War
13439,BRUCE BANNER,"Uh, I think you look great.  Uh... heh... Yeah. I'm back.",Avengers: Infinity War
13440,NATASHA ROMANOFF,"Hi, Bruce.",Avengers: Infinity War
13441,BRUCE BANNER,Nat.,Avengers: Infinity War
13442,SAM WILSON,This is awkward.,Avengers: Infinity War
13443,JAMES RHODES,"So we gotta assume they're coming back, right?",Avengers: Infinity War
13444,WANDA MAXIMOFF,And they can clearly find us.,Avengers: Infinity War
13445,BRUCE BANNER,We need all hands on deck. Where's Clint?,Avengers: Infinity War
13446,NATASHA ROMANOFF,"After the whole Accords situation, he and Scott took a deal. It was too tough on their families, they're on house arrest.",Avengers: Infinity War
13447,BRUCE BANNER,Who's Scott?,Avengers: Infinity War
13448,STEVE ROGERS,Ant-Man.,Avengers: Infinity War
13449,BRUCE BANNER,"There's an Ant-Man and a Spider-Man? Okay, look… Thanos has the biggest army in the universe. And he is not gonna stop until he... he gets... Vision's Stone.",Avengers: Infinity War
13450,NATASHA ROMANOFF,"Well then, we have to protect it.",Avengers: Infinity War
13451,VISION,"No, we have to destroy it. I've been giving a good deal of thought to this entity in my head, about its nature. But also, its composition. I think if it were exposed to a sufficiently powerful energy source, something, very similar to its own signature, perhaps… its molecular integrity could fail.",Avengers: Infinity War
13452,WANDA MAXIMOFF,"And you, with it. We're not having this conversation.",Avengers: Infinity War
13453,VISION,Eliminating the stone is the only way to be certain that Thanos can't get it.,Avengers: Infinity War
13454,WANDA MAXIMOFF,That's too high a price.,Avengers: Infinity War
13455,VISION,Only you have the power to pay it.  Thanos threatens half the Universe. One life cannot stand in the way of defeating him.,Avengers: Infinity War
13456,STEVE ROGERS,"But it should.  We don't trade lives, Vision.",Avengers: Infinity War
13457,VISION,"Captain, 70 years ago, you laid down your life to save how many millions of people. Tell me, why is this any different?",Avengers: Infinity War
13458,BRUCE BANNER,"Because you might have a choice. Your mind is made up of a complex construct of overlays. J.A.R.V.I.S., Ultron, Tony, me, the Stone. All of them mixed together. All of them learning from one another.",Avengers: Infinity War
13459,WANDA MAXIMOFF,You're saying Vision isn't just the stone?,Avengers: Infinity War
13460,BRUCE BANNER,"I'm saying that if we take out the stone, there's still a whole lot of Vision left. Perhaps the best parts.",Avengers: Infinity War
13461,NATASHA ROMANOFF,Can we do that?,Avengers: Infinity War
13462,BRUCE BANNER,Not me. Not here.,Avengers: Infinity War
13463,JAMES RHODES,"You better find someone, and somewhere fast. Ross isn't exactly just gonna let you guys have your old rooms back.",Avengers: Infinity War
13464,STEVE ROGERS,I know somewhere.,Avengers: Infinity War
13465,OKOYE,"You'll have the Kingsguard, and the Dora Milaje have been alerted.",Avengers: Infinity War
13466,T'CHALLA,And the Border Tribe?,Avengers: Infinity War
13467,OKOYE,Those that are left.,Avengers: Infinity War
13468,T'CHALLA,Send word to the Jabari as well. M'Baku likes a good fight.,Avengers: Infinity War
13469,OKOYE,And what of this one?,Avengers: Infinity War
13470,T'CHALLA,This one may be tired of war.  But the White Wolf has rested long enough.,Avengers: Infinity War
13471,BUCKY BARNES,Where's the fight?,Avengers: Infinity War
13472,T'CHALLA,On its way.,Avengers: Infinity War
13473,EBONY MAW,"In all the time I've served Thanos, I've never failed him. If I were to reach our rendezvous on Titan with the Time Stone still attached to your vaguely irritating person, there would be... judgement.  Give me... the stone.",Avengers: Infinity War
13474,TONY STARK,"Wow you're a seriously loyal piece of outerwear, aren't you?",Avengers: Infinity War
13475,PETER PARKER,"Yeah, uh, speaking of loyalty....",Avengers: Infinity War
13476,TONY STARK,What the--,Avengers: Infinity War
13477,PETER PARKER,I know what you're gonna say.,Avengers: Infinity War
13478,TONY STARK,You should not be here.,Avengers: Infinity War
13479,PETER PARKER,I was gonna go home--,Avengers: Infinity War
13480,TONY STARK,I don't wanna hear it.,Avengers: Infinity War
13481,PETER PARKER,But it was such a long way down and I just thought about you on the way...,Avengers: Infinity War
13482,TONY STARK,And now I gotta hear it.,Avengers: Infinity War
13483,PETER PARKER,"...And I kinda stuck to the side of the ship. And this suit is ridiculously intuitive, by the way. So if anything, it's kinda your fault that I'm here.",Avengers: Infinity War
13484,TONY STARK,What did you just say?,Avengers: Infinity War
13485,PETER PARKER,I take that back. And now I'm here in space.,Avengers: Infinity War
13486,TONY STARK,Yeah.  Right where I don't want you to be. This isn't Coney Island. This isn't a field trip. It's a one-way ticket. You hear me? Don't pretend like you thought this through. You could not have possibly thought this through.,Avengers: Infinity War
13487,PETER PARKER,No. I did think this through.,Avengers: Infinity War
13488,TONY STARK,You could not have possibly thought this through.,Avengers: Infinity War
13489,PETER PARKER,"It's just .. you can't be a friendly neighborhood Spider-Man if there's no neighborhood.  Okay. That didn't really make any sense, but you know what I'm trying to say.",Avengers: Infinity War
13490,TONY STARK,Come on. We got a situation.  See him down there? He's in trouble. What's your plan? Go.,Avengers: Infinity War
13491,PETER PARKER,"Um. Okay, okay... uh...  Okay. Did you ever see this really old movie, Aliens?",Avengers: Infinity War
13492,EBONY MAW,Painful aren't they? They were originally designed for microsurgery. And any one of them... ...Could end your friend's life in an instant.,Avengers: Infinity War
13493,TONY STARK,"I gotta tell you, he's not really my friend. Saving his life is more a professional courtesy.",Avengers: Infinity War
13494,EBONY MAW,You've saved nothing. Your powers are inconsequential compared to mine.,Avengers: Infinity War
13495,TONY STARK,"Yeah, but the kid's seen more movies.",Avengers: Infinity War
13496,PETER PARKER,"Yes! Wait what are those?! Hey, we haven't officially met.  Cool.",Avengers: Infinity War
13497,STEPHEN STRANGE,We've gotta turn this ship around.,Avengers: Infinity War
13498,TONY STARK,Yeah. Now he wants to run. Great plan.,Avengers: Infinity War
13499,STEPHEN STRANGE,"No, I want to protect the stone.",Avengers: Infinity War
13500,TONY STARK,"And I want you to thank me now. Go ahead, I'm listening.",Avengers: Infinity War
13501,STEPHEN STRANGE,For what? Nearly blasting me into space?,Avengers: Infinity War
13502,TONY STARK,Who just saved your magical ass? Me.,Avengers: Infinity War
13503,STEPHEN STRANGE,I seriously don't know how you fit your head into that helmet.,Avengers: Infinity War
13504,TONY STARK,Admit it. You should have ducked out when I told you to. I tried to bench you. You refused.,Avengers: Infinity War
13505,STEPHEN STRANGE,"Unlike everyone else in your life, I don't work for you.",Avengers: Infinity War
13506,TONY STARK,"And due to that fact, we're now in a flying doughnut billions of miles away from Earth with no backup.",Avengers: Infinity War
13507,PETER PARKER,I'm backup.,Avengers: Infinity War
13508,TONY STARK,No. You're a stowaway.  The adults are talking.,Avengers: Infinity War
13509,STEPHEN STRANGE,"I'm sorry, I'm confused as to the relationship here. Wh-- what is he, your ward?",Avengers: Infinity War
13510,PETER PARKER,"No. I'm Peter, by the way.",Avengers: Infinity War
13511,STEPHEN STRANGE,Dr. Strange.,Avengers: Infinity War
13512,PETER PARKER,"Oh, we're using our made-up names. Um... I'm Spider-Man, then.",Avengers: Infinity War
13513,TONY STARK,This ship is self-correcting its course. Thing's on autopilot.,Avengers: Infinity War
13514,STEPHEN STRANGE,Can we control it? Fly us home?  Stark?,Avengers: Infinity War
13515,TONY STARK,Yeah?,Avengers: Infinity War
13516,STEPHEN STRANGE,Can you get us home?,Avengers: Infinity War
13517,TONY STARK,Yeah I heard you. I'm thinking... I'm not so sure we should.,Avengers: Infinity War
13518,STEPHEN STRANGE,Under no circumstance can we bring the Time Stone to Thanos. I don't think you quite understand what's at stake here.,Avengers: Infinity War
13519,TONY STARK,"No. It's you who doesn't understand, that Thanos has been inside my head for six years since he sent an army to New York and now he's back! And I don't know what to do. So I'm not so sure if it's a better plan to fight him on our turf or his but you saw what they did, what they can do. At least on his turf, he's not expecting it. So I say we take the fight to him. Doctor. Do you concur?",Avengers: Infinity War
13520,STEPHEN STRANGE,"Alright, Stark. We go to him. But you have to understand... if it comes to saving you or the kid or the Time Stone... I will not hesitate to let either of you die. I can't, because the fate of the universe depends on it.",Avengers: Infinity War
13521,TONY STARK,"Nice. Good. Moral compass. We're straight.  Alright, kid. You're an Avenger now.",Avengers: Infinity War
13522,THANOS,I thought you might be hungry.,Avengers: Infinity War
13523,GAMORA,I always hated that chair.,Avengers: Infinity War
13524,THANOS,So I've been told. Even so. I'd hoped you'd sit on it one day.,Avengers: Infinity War
13525,GAMORA,I hated this room. This ship. I hated my life.,Avengers: Infinity War
13526,THANOS,You told me that too.  Every day. For almost twenty years.,Avengers: Infinity War
13527,GAMORA,I was a child when you took me.,Avengers: Infinity War
13528,THANOS,I saved you.,Avengers: Infinity War
13529,GAMORA,No. No. We were happy on my home planet.,Avengers: Infinity War
13530,THANOS,"Going to bed hungry, scrounging for scraps. Your planet was on the brink of collapse. I'm the one who stopped that. Do you know what's happened since then? The children born have known nothing but full bellies and clear skies. It's a paradise.",Avengers: Infinity War
13531,GAMORA,Because you murdered half the planet.,Avengers: Infinity War
13532,THANOS,A small price to pay for salvation.,Avengers: Infinity War
13533,GAMORA,You're insane.,Avengers: Infinity War
13534,THANOS,"Little one, it's a simple calculus. This universe is finite, its resources finite. If life is left unchecked, life will cease to exist. It needs correction.",Avengers: Infinity War
13535,GAMORA,You don't know that!,Avengers: Infinity War
13536,THANOS,"I'm the only one who knows that. At least, I'm the only one with the will to act on it.  For a time... you had that same will... as you fought by my side. Daughter.",Avengers: Infinity War
13537,GAMORA,I'm not your daughter. Everything I hate about myself you taught me.,Avengers: Infinity War
13538,THANOS,"And in doing so, made you the fiercest woman in the galaxy. That's why I trusted you to find the Soul Stone.",Avengers: Infinity War
13539,GAMORA,I'm sorry I disappointed you.,Avengers: Infinity War
13540,THANOS,I am disappointed. But not because you didn't find it.  But because you did.  And you lied.,Avengers: Infinity War
13541,GAMORA,Nebula. Don't do this.,Avengers: Infinity War
13542,THANOS,"Some time ago, your sister snuck aboard this ship to kill me.",Avengers: Infinity War
13543,GAMORA,Please don't do this.,Avengers: Infinity War
13544,THANOS,And very nearly succeeded. So I brought her here. To talk.,Avengers: Infinity War
13545,GAMORA,Stop. Stop it.  I swear to you on my life. I never found the Soul Stone.,Avengers: Infinity War
13546,NEBULA,"You know what he's about to do. He's finally ready, and he's going for the stones. All of them.",Avengers: Infinity War
13547,GAMORA,He can never get them all.,Avengers: Infinity War
13548,NEBULA,He will!,Avengers: Infinity War
13549,GAMORA,"He can't, Nebula. Because I found the map to the Soul Stone and I burnt it to ash. I burnt it.",Avengers: Infinity War
13550,THANOS,You're strong. Me. You're generous. Me. But I never taught you to lie. That's why you're so bad at it.  Where is the Soul Stone?,Avengers: Infinity War
13551,GAMORA,Vormir!  The Stone is on Vormir.,Avengers: Infinity War
13552,THANOS,Show me.,Avengers: Infinity War
13553,GROOT,I am Groot.,Avengers: Infinity War
13554,ROCKET,Tinkle in the cup. We're not looking. What's there to see? What's a twig? Everybody's seen a twig.,Avengers: Infinity War
13555,GROOT,I am Groot.,Avengers: Infinity War
13556,THOR,"Tree, pour what's in the cup out in space, and go in the cup again.",Avengers: Infinity War
13557,ROCKET,You speak Groot?,Avengers: Infinity War
13558,THOR,"Yes, they taught it on Asgard. It was an elective.",Avengers: Infinity War
13559,GROOT,I am Groot.,Avengers: Infinity War
13560,THOR,You'll know when we're there. Nivadellir's forge harnesses the power of a blazing neutron star.  It's the birth place of my hammer. It's truly awesome.,Avengers: Infinity War
13561,ROCKET,"Okay, time to be the captain.  So, dead brother, huh? Yeah, that can be annoying.",Avengers: Infinity War
13562,THOR,"Well, he's been dead before, but this time I think it really might be true.",Avengers: Infinity War
13563,ROCKET,And you said your sister and your dad?,Avengers: Infinity War
13564,THOR,Both dead.,Avengers: Infinity War
13565,ROCKET,"Still got a mom, though?",Avengers: Infinity War
13566,THOR,Killed by a dark elf.,Avengers: Infinity War
13567,ROCKET,A best friend?,Avengers: Infinity War
13568,THOR,Stabbed through the heart.,Avengers: Infinity War
13569,ROCKET,Are you sure you're up to this particular murder mission?,Avengers: Infinity War
13570,THOR,"Absolutely. Rage, vengeance, anger, loss, regret... they're all tremendous motivators. They really clear the mind. So I'm good to go.",Avengers: Infinity War
13571,ROCKET,"Yeah, but this Thanos we're talking about... he's the toughest there is.",Avengers: Infinity War
13572,THOR,"Well, he's never fought me.",Avengers: Infinity War
13573,ROCKET,"Yeah, he has!",Avengers: Infinity War
13574,THOR,"He's never fought me twice. And I'm getting a new hammer, don't forget.",Avengers: Infinity War
13575,ROCKET,Better be some hammer.,Avengers: Infinity War
13576,THOR,"You know, I'm 1,500 years old. I've killed twice as many enemies as that, and every one would have rather killed me, but none succeeded. I'm only alive because fate wants me alive. Thanos is the latest in a long line of bastards and he will be the latest to feel my vengeance. Fate wills it so.",Avengers: Infinity War
13577,ROCKET,And what if you're wrong?,Avengers: Infinity War
13578,THOR,If I'm wrong then... what more could I lose?,Avengers: Infinity War
13579,ROCKET,I could lose a lot. Me personally. I could lose a lot.  Okay. If fate does want you to kill that crapsack... you're gonna need more than one stupid eyeball.,Avengers: Infinity War
13580,THOR,What's this?,Avengers: Infinity War
13581,ROCKET,What's it look like? Some jerk lost a bet with me on on Contraxia.,Avengers: Infinity War
13582,THOR,He gave you his eye?,Avengers: Infinity War
13583,ROCKET,He gave me 100 credits. I snuck in later that night and stole his eye.,Avengers: Infinity War
13584,THOR,"Thank you, sweet rabbit.",Avengers: Infinity War
13585,ROCKET,"Hmm. Huh? Oh. I would've washed that. The only way I could sneak it off Contraxia was up my... Hey, we're here!",Avengers: Infinity War
13586,THOR,I don't think this thing works. Everything seems dark.,Avengers: Infinity War
13587,ROCKET,It ain't the eye.,Avengers: Infinity War
13588,THOR,Something's wrong. The star's gone out. And the rings are frozen.,Avengers: Infinity War
13589,ROCKET,I hope these dwarves are better at forging than they are cleaning. Maybe they realized they live in a junk pile in the middle of space.,Avengers: Infinity War
13590,THOR,This forge hasn't gone dark in centuries....,Avengers: Infinity War
13591,ROCKET,"You said Thanos had a gauntlet, right?",Avengers: Infinity War
13592,THOR,Yes. Why?,Avengers: Infinity War
13593,ROCKET,Look anything like that?,Avengers: Infinity War
13594,GROOT,I am Groot.,Avengers: Infinity War
13595,THOR,"Go back to the pod. Eitri, wait! Stop!",Avengers: Infinity War
13596,EITRI,Thor?,Avengers: Infinity War
13597,THOR,What happened here?,Avengers: Infinity War
13598,EITRI,You were supposed to protect us. Asgard was supposed to protect us!,Avengers: Infinity War
13599,THOR,"Asgard is destroyed.  Eitri, the glove. What did you do?",Avengers: Infinity War
13600,EITRI,"300 dwarves lived on this ring. I thought if I did what he asked, they'd be safe. I made what he wanted. A device capable of harnessing the power of the stones. Then he killed everyone anyway. All except me. 'Your life is yours,' he said. 'But your hands are mine alone.'",Avengers: Infinity War
13601,THOR,"Eitri, this isn't about your hands. Every weapon you've ever designed: every ax, hammer, sword - it's all inside your head. Now I know it feels like all hope is lost. Trust me, I know. But together, you and I, we can kill Thanos.",Avengers: Infinity War
13602,NEBULA,"Mantis, listen very carefully. I need you to meet me on Titan.",Avengers: Infinity War
13603,PETER PARKER,"Hey, what's going on?",Avengers: Infinity War
13604,STEPHEN STRANGE,I think we're here.,Avengers: Infinity War
13605,TONY STARK,I don't think this rig has a self-park function.  Get your hand into this steering gimbal. Close those around it. You understand?,Avengers: Infinity War
13606,PETER PARKER,"Yep, got it.",Avengers: Infinity War
13607,TONY STARK,"This was meant for one big guy, so we gotta to move at the same time.",Avengers: Infinity War
13608,PETER PARKER,Okay. Okay. Ready. We might wanna turn. Turn! Turn! Turn!!,Avengers: Infinity War
13609,TONY STARK,You alright?  That was close. I owe you one.,Avengers: Infinity War
13610,PETER PARKER,"Let me just say, if aliens wind up implanting eggs in my chest or something, and I eat one of you, I'm sorry.",Avengers: Infinity War
13611,TONY STARK,I don't wanna hear another single pop culture out of you for the rest of the trip. You understand?,Avengers: Infinity War
13612,PETER PARKER,I'm trying to say that... something is coming.,Avengers: Infinity War
13613,DRAX,THANOS!!!!,Avengers: Infinity War
13614,PETER PARKER,AH! Whoawhoawhoawhoa! PLEASE DON'T PUT YOUR EGGS IN ME!,Avengers: Infinity War
13615,PETER QUILL,"Stay down, clown!",Avengers: Infinity War
13616,DRAX,"Die, blanket of death!",Avengers: Infinity War
13617,PETER QUILL,"Alright, everybody, stay where you are... chill the F out.  I'm gonna ask you this one time. Where's Gamora?",Avengers: Infinity War
13618,TONY STARK,"Yeah, I'll do you one better. Who's Gamora?",Avengers: Infinity War
13619,DRAX,I'll do you one better. Why is Gamora?,Avengers: Infinity War
13620,PETER QUILL,"Tell me where the girl is, or I swear to you, I'm gonna French-fry this little freak.",Avengers: Infinity War
13621,TONY STARK,"Let's do it! You shoot my guy, I blast him. Let's go!",Avengers: Infinity War
13622,DRAX,"Do it, Quill! I can take it.",Avengers: Infinity War
13623,MANTIS,"No, he can't take it!",Avengers: Infinity War
13624,STEPHEN STRANGE,She's right. You can't.,Avengers: Infinity War
13625,PETER QUILL,Oh yeah? You don't wanna tell me where she is? That's fine. I'll kill all three of you and beat it out of Thanos myself.  Starting with you.,Avengers: Infinity War
13626,STEPHEN STRANGE,"Wait, what. Thanos?  Alright, let me ask you this one time: What master do you serve?",Avengers: Infinity War
13627,PETER QUILL,"What master do I serve? What am I supposed to say? ""Jesus""?",Avengers: Infinity War
13628,TONY STARK,You're from Earth?,Avengers: Infinity War
13629,PETER QUILL,I'm not from Earth. I'm from Missouri.,Avengers: Infinity War
13630,TONY STARK,"Yeah, that's on Earth, dip-shit. What are you hassling us for?",Avengers: Infinity War
13631,PETER PARKER,"So, you're not with Thanos?",Avengers: Infinity War
13632,PETER QUILL,"With Thanos?! No, I'm here to kill Thanos! He took my girl- Wai- who are you?",Avengers: Infinity War
13633,PETER PARKER,"We're the Avengers, man.",Avengers: Infinity War
13634,PETER QUILL,Oh.,Avengers: Infinity War
13635,MANTIS,You're the ones Thor told us about!,Avengers: Infinity War
13636,TONY STARK,You know Thor!?,Avengers: Infinity War
13637,PETER QUILL,"Yeah. Tall guy, not that good-looking,  needed saving.",Avengers: Infinity War
13638,STEPHEN STRANGE,Where is he now?,Avengers: Infinity War
13639,ROCKET,This is the plan? We're gonna hit him with a brick?,Avengers: Infinity War
13640,EITRI,"It's a mold. A king's weapon. Meant to be the greatest in Asgard. In theory, it could even summon the Bifrost.",Avengers: Infinity War
13641,THOR,Did it have a name?,Avengers: Infinity War
13642,EITRI,Stormbreaker.,Avengers: Infinity War
13643,ROCKET,That's a bit much.,Avengers: Infinity War
13644,THOR,So how do we make it?,Avengers: Infinity War
13645,EITRI,You'll have to restart the forge. Awaken the heart of a dying star.,Avengers: Infinity War
13646,THOR,"Rabbit, fire up the pod.",Avengers: Infinity War
13647,PETER QUILL,The heck happened to this planet? It's eight degrees off its axis. Gravitational pull is all over the place.,Avengers: Infinity War
