Unnamed: 0,character,line,movie
14929,TONY STARK,"We’ve got a shot at the Stones.  I just need you to know my priorities.  Bring back everyone we lost, hopefully.  Keep what I found, definitely.  And, let’s not die trying.",Avengers: Endgame
14930,STEVE ROGERS,Sounds like a deal.,Avengers: Endgame
14931,TONY STARK,"But wait, there’s more.   Act now, and it comes with a bonus offer.",Avengers: Endgame
14932,STEVE ROGERS,"Tony, I don’t know- ",Avengers: Endgame
14933,TONY STARK,"What’s to know?  He made it for you.  Plus, I gotta get it out of the garage before Morgan takes it sledding.",Avengers: Endgame
14934,STEVE ROGERS,"Thank you, Tony.",Avengers: Endgame
14935,TONY STARK,"Just don’t flaunt it.  I didn’t bring enough for the whole team. We are getting the whole team, right? ",Avengers: Endgame
14936,STEVE ROGERS,We’re trying.,Avengers: Endgame
14937,ROCKET,"Hey, Humie.  Where’s Big Green? ",Avengers: Endgame
14938,SCOTT LANG,"Um, kitchen, I think.",Avengers: Endgame
14939,NEBULA,"Rhodey, careful on re-entry. There’s an idiot in the landing zone.",Avengers: Endgame
14940,SCOTT LANG,"Oh, my God! ",Avengers: Endgame
14941,JAMES RHODES,"What’s up, Regular-Sized Man?",Avengers: Endgame
14942,ROCKET,Finally.  I ain’t got all day.,Avengers: Endgame
14943,BRUCE BANNER,I call shotgun!,Avengers: Endgame
14944,ROCKET,What the heck are they looking at?,Avengers: Endgame
14945,BRUCE BANNER,I’m kind of famous...,Avengers: Endgame
14946,ROCKET,"Yeah, I’m sure that’s it.  Kind of a step down from golden palaces and magic hammers... ",Avengers: Endgame
14947,BRUCE BANNER,"They lost Asgard, then half their people.  Maybe they’re just happy to have a home. ",Avengers: Endgame
14948,VALKYRIE,You shouldn’t have come.,Avengers: Endgame
14949,BRUCE BANNER,"Hey, Valkyrie!  Great to see you!",Avengers: Endgame
14950,VALKYRIE,Uh huh.  I liked you better either of the other ways.,Avengers: Endgame
14951,BRUCE BANNER,This is Rocket.,Avengers: Endgame
14952,ROCKET,Hey.,Avengers: Endgame
14953,VALKYRIE,Hey. He won’t see you.,Avengers: Endgame
14954,BRUCE BANNER,We didn’t say we were here to see-,Avengers: Endgame
14955,VALKYRIE,"Great, then you can hose out the gut buckets- ",Avengers: Endgame
14956,ROCKET,We’re definitely here to see him.,Avengers: Endgame
14957,VALKYRIE,He can’t give you what you need.,Avengers: Endgame
14958,BRUCE BANNER,It’s that bad?,Avengers: Endgame
14959,VALKYRIE,We only see him once a month.  When he comes in for “supplies.” ,Avengers: Endgame
14960,ROCKET,Something died in here.,Avengers: Endgame
14961,BRUCE BANNER,Hello...?  Thor...?,Avengers: Endgame
14962,THOR,"Are you here about the cable? Cinemax went out two days ago, and the sports are all...fuzzy...",Avengers: Endgame
14963,BRUCE BANNER,Thor?,Avengers: Endgame
14964,THOR,BROS!  Bring it in!,Avengers: Endgame
14965,ROCKET,"Yeah, I’m good. ",Avengers: Endgame
14966,THOR,"Hulk, you know my boys, Korg and Miek, right?",Avengers: Endgame
14967,KORG,Beer’s in the bucket.  Feel free to log on to the WiFi.,Avengers: Endgame
14968,BRUCE BANNER,"Hey, guys.  Long time no- ",Avengers: Endgame
14969,KORG,Thor!  This kid on the TV just called me a dickhead!,Avengers: Endgame
14970,THOR,Noobmaster again?,Avengers: Endgame
14971,KORG,NoobMaster69 called me a dickhead-,Avengers: Endgame
14972,THOR,"Noobmaster, this is Thor, again. God of Thunder.  This is your last warning.  Log off this game or I will come to your basement, rip off your arms and shove them up your butt.  Right, who wants a drink? ",Avengers: Endgame
14973,BRUCE BANNER,"Hey, buddy, are you all right? ",Avengers: Endgame
14974,THOR,Don’t I look all right?,Avengers: Endgame
14975,ROCKET,You look like melted ice cream-,Avengers: Endgame
14976,THOR,"So, what’s up?  Just here for a hang? ",Avengers: Endgame
14977,BRUCE BANNER,We need your help.  There’s a chance we can fix everything.,Avengers: Endgame
14978,THOR,Like the cable?  It’s driving me bananas.,Avengers: Endgame
14979,BRUCE BANNER,Like Thanos.,Avengers: Endgame
14980,THOR,Don’t say that name.,Avengers: Endgame
14981,KORG,"Yeah, we don’t say that name in here.",Avengers: Endgame
14982,BRUCE BANNER,"Please take your hand off me. Now, I know the thought of...that guy might scare you- ",Avengers: Endgame
14983,THOR,"Scared?  Why would I be scared of that guy?  I’m the one who killed that guy, remember?  Anyone else here kill that guy?  Didn’t think so.  Korg, tell everyone who chopped Thanos’ head off. ",Avengers: Endgame
14984,KORG,Stormbreaker?,Avengers: Endgame
14985,THOR,Not.  Cool.  Man.,Avengers: Endgame
14986,ROCKET,Don’t.  Care.  Dude.,Avengers: Endgame
14987,BRUCE BANNER,"Look, I get it.  You’re in a rough patch.  I’ve been there.  But you know who helped me out of it? ",Avengers: Endgame
14988,THOR,Was it Natasha?,Avengers: Endgame
14989,BRUCE BANNER,It was you.  You helped me.  And I need you to help me again.,Avengers: Endgame
14990,THOR,Ask the Asgardians down there how much “my help” is worth.,Avengers: Endgame
14991,ROCKET,At least they’re alive-,Avengers: Endgame
14992,THOR,"They were gods!  Now they’re fisherpeople!  The ones that are left, anyway. ",Avengers: Endgame
14993,BRUCE BANNER,That’s the thing.  I think we can bring them back. ,Avengers: Endgame
14994,THOR,"Stop.  Stop.  I know you think I’m down here, wallowing in my own self- pity, waiting to be rescued.  But I’m fine.  I’m happy.  Whatever it is you’re offering, don’t care. Couldn’t care less. ",Avengers: Endgame
14995,BRUCE BANNER,"Come on, pal.  We need you.",Avengers: Endgame
14996,ROCKET,There’s beer in the ship.,Avengers: Endgame
14997,THOR,What kind?,Avengers: Endgame
14998,AKIHIKO,Why are you doing this?  We never did anything to you! ,Avengers: Endgame
14999,RONIN,You survived.  Half the planet didn’t.  They got Thanos.  You get me. You’re done hurting people.,Avengers: Endgame
15000,AKIHIKO,We hurt people?  You’re crazy. Wait!  Help me!  I’ll give you anything!  What do you want?,Avengers: Endgame
15001,RONIN,What I want...you can’t give me.,Avengers: Endgame
15002,CLINT BARTON,You shouldn’t be here.,Avengers: Endgame
15003,NATASHA ROMANOFF,Neither should you.,Avengers: Endgame
15004,CLINT BARTON,I’ve got a job to do.,Avengers: Endgame
15005,NATASHA ROMANOFF,"That what you’re calling this? Killing these people isn’t going to bring your family back. We found something.  A chance, maybe... ",Avengers: Endgame
15006,CLINT BARTON,Don’t.,Avengers: Endgame
15007,NATASHA ROMANOFF,Don’t what?,Avengers: Endgame
15008,CLINT BARTON,Give me hope.,Avengers: Endgame
15009,NATASHA ROMANOFF,I’m just sorry I couldn’t give it sooner.,Avengers: Endgame
15010,TONY STARK,"Out of the way, Lebowski. Hey, Ratchet, you get lost in there? ",Avengers: Endgame
15011,ROCKET,"It’s Rocket, and shut up.  You’re only a genius on Earth, pal. ",Avengers: Endgame
15012,TONY STARK,And you’re only in there because you have tiny hands.,Avengers: Endgame
15013,ROCKET,Fixed it.,Avengers: Endgame
15014,TONY STARK,Thank you.,Avengers: Endgame
15015,ROCKET,Get used to saying that.,Avengers: Endgame
15016,JAMES RHODES,"Time travel suit, I like it.",Avengers: Endgame
15017,SCOTT LANG,"Easy, easy.  Careful with those. ",Avengers: Endgame
15018,BRUCE BANNER,I’m being very careful-,Avengers: Endgame
15019,SCOTT LANG,"You’re being very Hulky- These are Pym Particles.  You can’t shrink to the Quantum Realm without them, and since Hank Pym got snapped out of existence, we can’t make any more.  I told you.  We’ve only got enough for one round trip each, no do-overs. Plus two test runs-  One test run. Okay, maybe I’m not ready. ",Avengers: Endgame
15020,CLINT BARTON,I’m game. I’ll do it. ,Avengers: Endgame
15021,BRUCE BANNER,"Okay, Clint, you might feel a little disoriented when you chronoshift- ",Avengers: Endgame
15022,JAMES RHODES,"Hang on, I’ve got to ask, if we can do this, why don’t we just go find baby Thanos and, you know...",Avengers: Endgame
15023,BRUCE BANNER,"Uh, one, because that’s horrible. And, two, killing baby Thanos doesn’t kill adult Thanos.  Time doesn’t work like that.  You can’t change the future by changing the past. ",Avengers: Endgame
15024,SCOTT LANG,"Sure, we can.  We take the stones before Thanos gets them, then he doesn’t have them.  Problem solved. ",Avengers: Endgame
15025,NEBULA,That’s not how it works.,Avengers: Endgame
15026,CLINT BARTON,I don’t know.  That is kind of what I’ve heard-,Avengers: Endgame
15027,BRUCE BANNER,Heard from who?,Avengers: Endgame
15028,JAMES RHODES,Star Trek.  Terminator.  Bill and Ted’s Excellent-,Avengers: Endgame
15029,BRUCE BANNER,"WHY DOES EVERYONE THINK THIS? THAT’S NOT TRUE.  IF YOU TRAVEL TO THE PAST, THEN THAT PAST HAS BECOME YOUR PRESENT, AND YOUR FORMER PRESENT HAS BECOME THE PAST, WHICH NOW CAN’T BE CHANGED BY YOUR NEW FUTURE! ",Avengers: Endgame
15030,NEBULA,Exactly.,Avengers: Endgame
15031,JAMES RHODES,Excuse me?,Avengers: Endgame
15032,SCOTT LANG,"Apparently, Back to the Future is bullshit. ",Avengers: Endgame
15033,CLINT BARTON,"Look, are we doing this or not? ",Avengers: Endgame
15034,BRUCE BANNER,"Okay, Clint.  Starting in three, two, one...",Avengers: Endgame
15035,CLINT BARTON,No.  Not yet...  LILA!,Avengers: Endgame
15036,LILA BARTON,Dad?,Avengers: Endgame
15037,NATASHA ROMANOFF,"Are you all right?  Hey, look at me.  You okay? ",Avengers: Endgame
15038,TONY STARK,Tell me something good...,Avengers: Endgame
15039,CLINT BARTON,It worked.  It worked.,Avengers: Endgame
15040,ROCKET,Holy crap.  We’re freaking time travelers.,Avengers: Endgame
15041,STEVE ROGERS,"Okay.  Now that we’ve got how, we’re going to need where and when. Most folks here have encountered at least one of the six Infinity Stones-",Avengers: Endgame
15042,TONY STARK,I think you mean nearly been killed by one of the six Infinity Stones.,Avengers: Endgame
15043,SCOTT LANG,I haven’t. Just...saying.,Avengers: Endgame
15044,BRUCE BANNER,"Regardless, we’ve only got enough Pym Particles for one round trip, each.  And the Stones have been in a lot of places throughout history. ",Avengers: Endgame
15045,TONY STARK,Our history.  Not all of them are going to be a fun drop-in.,Avengers: Endgame
15046,CLINT BARTON,Which means we’ve got to pick our targets.,Avengers: Endgame
15047,STEVE ROGERS,"Exactly.  Let’s start with the Aether.  Thor, what do we know?",Avengers: Endgame
15048,NATASHA ROMANOFF,Is he asleep?,Avengers: Endgame
15049,JAMES RHODES,I’m pretty sure he’s dead.,Avengers: Endgame
15050,THOR,"The Aether’s not a stone, it’s more of an angry sludge.  My grandfather hid it from Dark Elves in a rock between dimensions that can only be accessed every 5000 years. Or...by Jane.  She stuck her hand in a rock.  Then the Aether stuck itself inside her.  Then I took her to Asgard.  We were dating... We’re not anymore.",Avengers: Endgame
15051,ROCKET,Quill said he stole the Power Stone from Morag.,Avengers: Endgame
15052,BRUCE BANNER,That’s a person?,Avengers: Endgame
15053,ROCKET,It’s a planet.  Quill was a person.,Avengers: Endgame
15054,SCOTT LANG,"Wait, like a planet...in space?",Avengers: Endgame
15055,ROCKET,"Aw, look.  It’s like a puppy, all happy and everything.  You want to go to space, puppy? I’ll take you to space.",Avengers: Endgame
15056,NEBULA,Thanos found the Soul Stone on Vormir.,Avengers: Endgame
15057,NATASHA ROMANOFF,And that is...?,Avengers: Endgame
15058,NEBULA,A dominion of death at the very center of celestial existence.  It’s the place where Thanos murdered my sister.,Avengers: Endgame
15059,SCOTT LANG,Not it.,Avengers: Endgame
15060,NATASHA ROMANOFF,So this ‘Time Stone’ guy...what kind of doctor was he?,Avengers: Endgame
15061,BRUCE BANNER,Strange?,Avengers: Endgame
15062,TONY STARK,Cross between ear-nose-and-throat and rabbit-from-hat.,Avengers: Endgame
15063,BRUCE BANNER,Had a nice place in the Village.,Avengers: Endgame
15064,TONY STARK,Yeah.  Sullivan Street.,Avengers: Endgame
15065,BRUCE BANNER,Bleecker.,Avengers: Endgame
15066,TONY STARK,Sullivan and Bleecker.  They’re cross streets.,Avengers: Endgame
15067,NATASHA ROMANOFF,"Wait, he lived in New York?  Guys, pick the right year and there were three stones in New York. ",Avengers: Endgame
15068,BRUCE BANNER,Shut the front door...,Avengers: Endgame
15069,STEVE ROGERS,"Okay, we have a plan.  Six stones, three teams, one shot. Five years ago, we lost.  All of us.  We lost friends.  We lost family. We lost a part of ourselves. But today we have a chance to take it all back. You have your teams and you have assignments.  Get your stone, and get back here.  One round trip each.  No mistakes.  No do-overs. Most of us are going back to places we know.  That doesn’t mean we know what to expect.  Be careful.  Look out for each other.  Improvise, if you have to. This is the fight of our lives. And we’re going to win. Whatever it takes.",Avengers: Endgame
15070,ROCKET,He’s pretty good at that...,Avengers: Endgame
15071,TONY STARK,"All right, you heard the man. Stroke those keys, Jolly Green.",Avengers: Endgame
15072,BRUCE BANNER,Tracking beacons engaged.,Avengers: Endgame
15073,ROCKET,You promise to bring that thing back in one piece?,Avengers: Endgame
15074,CLINT BARTON,"Yeah, sure thing.  I’ll do my best. ",Avengers: Endgame
15075,ROCKET,"That’s pretty lame, as far as promises go. ",Avengers: Endgame
15076,NATASHA ROMANOFF,See you in a minute.,Avengers: Endgame
15077,BRUCE BANNER,"Actually, it’ll be closer to seven or eight microseconds, give or-",Avengers: Endgame
15078,TONY STARK,"Okay, Park Avenue’s that way. Let’s huddle up.  Suits off.",Avengers: Endgame
15079,STEVE ROGERS,"We’ve all got our assignments.  Two stones uptown, one stone down. Stay low, keep an eye on time- And Bruce?  Maybe smash a few things along the way.  For appearances.",Avengers: Endgame
15080,BRUCE BANNER,"All right, but I have to say, it seems gratuitous. Grrr...grrr... ",Avengers: Endgame
15081,ANCIENT ONE,I’d be careful going that way... We just had the floors waxed.,Avengers: Endgame
15082,BRUCE BANNER,Hulk...does what...Hulk want?,Avengers: Endgame
15083,ANCIENT ONE,"Yes, I suppose that would be the case-  Care to explain?",Avengers: Endgame
15084,BRUCE BANNER,I’m looking for Dr. Strange.,Avengers: Endgame
15085,ANCIENT ONE,"You’re about five years too early. Stephen Strange is currently performing surgery, 20 blocks that way.  What do you want with him?",Avengers: Endgame
15086,BRUCE BANNER,"Well, that, actually. ",Avengers: Endgame
15087,ANCIENT ONE,Ah.  I’m afraid not.,Avengers: Endgame
15088,BRUCE BANNER,I’m seriously sorry but...I wasn’t asking.,Avengers: Endgame
15089,ANCIENT ONE,You don’t want to do this.,Avengers: Endgame
15090,BRUCE BANNER,"You’re right, I don’t.  But I need that stone, and I don’t have a lot of time to debate it- No, no, no-",Avengers: Endgame
15091,ANCIENT ONE,"Now.  Let’s start over, shall we?",Avengers: Endgame
15092,MAIDEN,"For you, Lady Jane. ",Avengers: Endgame
15093,JANE FOSTER,"Um, do you have anything with...pants? ",Avengers: Endgame
15094,MAIDEN,Pants?,Avengers: Endgame
15095,JANE FOSTER,It’s okay.  Nevermind.,Avengers: Endgame
15096,THOR,That’s Jane.,Avengers: Endgame
15097,ROCKET,"Okay, here’s the deal.  You’re going to charm her, and I’m going to poke her with this thing, extract the Reality Stone, and get gone lickety-split.",Avengers: Endgame
15098,THOR,"Um, I’ll be right back.  The wine cellar is just down here.  My father used to have this barrel of Aakonian ale.  Felt like getting hit in the face with a poleaxe. I’ll see if the scullery has a couple of to-go cups-",Avengers: Endgame
15099,FRIGGA,"Send Loki some soup.  I don’t think he’s eating.  And ask our librarians to pull some volumes from the astronomy shelves.  He won’t read them, but at least they’ll keep him company.",Avengers: Endgame
15100,ROCKET,Who’s the fancy broad?,Avengers: Endgame
15101,THOR,My mother.  She dies today.,Avengers: Endgame
15102,ROCKET,"Oh, jeez.",Avengers: Endgame
15103,THOR,I can’t do this.  This is a bad idea.  I can’t do this...,Avengers: Endgame
15104,ROCKET,"Come here. You think you’re the only one who’s lost people?  What do you think we’re doing here?  I lost the only family I ever had.  Quill, Groot, Drax, the chick with the antenna. All gone.  I’ve lived five meaningless years without them, and every minute has blown Aaskvarian gornads.  I get you miss your mom. But she’s gone.  Really gone. There are plenty of people who are only kind of gone.  And you can help them.  So, is it too much to ask that you brush the crumbs out of your beard, make shmoopy talk to Prettypants, and when she’s not looking, suck out the Infinity Stone, and help me get my family back? ",Avengers: Endgame
15105,THOR,I guess not.,Avengers: Endgame
15106,ROCKET,Good.,Avengers: Endgame
15107,THOR,Thank you.  I can do this.,Avengers: Endgame
15108,ROCKET,Great.,Avengers: Endgame
15109,THOR,I can do this...I can do this... I can’t do this...,Avengers: Endgame
15110,ROCKET,"All right, heartbreaker.  This is our shot... Thor?  I can kill him, and say the Elves did it. ",Avengers: Endgame
15111,JAMES RHODES,"That’s it, right on that line, Blue.  Keep dropping it.",Avengers: Endgame
15112,CLINT BARTON,"Hey, can we hurry it up? ",Avengers: Endgame
15113,NATASHA ROMANOFF,"Yeah, come on, chop chop, we’re on the clock, here. ",Avengers: Endgame
15114,JAMES RHODES,All that?  Really helpful!,Avengers: Endgame
15115,NATASHA ROMANOFF,Take care of yourself.,Avengers: Endgame
15116,JAMES RHODES,Get that stone and come back.  No messing around.  You guys watch each other’s six.,Avengers: Endgame
15117,NEBULA,Coordinates for Vormir are laid in. All they have to do is not fall out.,Avengers: Endgame
15118,NATASHA ROMANOFF,What?,Avengers: Endgame
15119,CLINT BARTON,Nothing.  Just...we’re a long way from Budapest.,Avengers: Endgame
15120,NATASHA ROMANOFF,Further every second.,Avengers: Endgame
15121,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame
15122,NEBULA,Let’s take cover.  We’re not the only ones in this reality looking for the stones.,Avengers: Endgame
15123,JAMES RHODES,"Hey, who are you talking about right now?  Who else is looking for the stones? ",Avengers: Endgame
15124,NEBULA,My father.  My sister.  And me.,Avengers: Endgame
15125,JAMES RHODES,You?  Where are you?,Avengers: Endgame
15126,GAMORA,You’re welcome?,Avengers: Endgame
15127,BAD NEBULA,I didn’t ask for your help.,Avengers: Endgame
15128,GAMORA,And yet you always need it.  Father wants us back on the ship.,Avengers: Endgame
15129,BAD NEBULA,Why?,Avengers: Endgame
15130,GAMORA,He’s found an Infinity Stone.,Avengers: Endgame
15131,BAD NEBULA,Where?,Avengers: Endgame
15132,GAMORA,On a planet called “Morag.”,Avengers: Endgame
15133,BAD NEBULA,Father’s plan is finally in motion.,Avengers: Endgame
15134,GAMORA,One stone isn’t six.,Avengers: Endgame
15135,BAD NEBULA,It’s a start.  If he gets them all...,Avengers: Endgame
15136,GAMORA,We’ll never have to do this again.,Avengers: Endgame
15137,BAD NEBULA,He’ll miss it.,Avengers: Endgame
15138,THANOS,Ronan has located the Power Stone. I’m dispatching you to his ship.,Avengers: Endgame
15139,GAMORA,He won’t like it.,Avengers: Endgame
15140,THANOS,"His alternative is death.  Ronan’s obsession clouds his judgement. After Loki, I’m taking no chances. ",Avengers: Endgame
15141,BAD NEBULA,"We will not fail you, father.",Avengers: Endgame
15142,THANOS,No.  You won’t.,Avengers: Endgame
15143,BAD NEBULA,I swear I will make you proud-,Avengers: Endgame
15144,GAMORA,"Sister, what’s-",Avengers: Endgame
15145,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame
15146,NEBULA,Let’s take cover.  We’re not the only ones in this reality looking for the stones.,Avengers: Endgame
15147,GAMORA,Who was that?,Avengers: Endgame
15148,BAD NEBULA,I...don’t know.  My head...splitting...,Avengers: Endgame
15149,GAMORA,Her synaptic drive was probably damaged in battle-,Avengers: Endgame
15150,THANOS,Sshhh... Bring her to my ship.,Avengers: Endgame
15151,LOKI,If it’s all the same to you...I’ll have that drink now.,Avengers: Endgame
15152,TONY STARK,"Cap, I’ve got to say that outfit does nothing for your ass. ",Avengers: Endgame
15153,STEVE ROGERS,"No one asked you to look, Tony. ",Avengers: Endgame
15154,SCOTT LANG,"I think you look great, Cap.  As far as I’m concerned, that’s America’s ass. ",Avengers: Endgame
15155,A1 NATASHA,Who gets the magic wand?,Avengers: Endgame
15156,A1 STEVE,SHIELD’s coming up now.,Avengers: Endgame
15157,TONY STARK,"Ball’s in play.  Head’s up, Cap. Mind Stone’s on the move.",Avengers: Endgame
15158,STEVE ROGERS,I’m in position.,Avengers: Endgame
15159,A1 NATASHA,Careful with that.,Avengers: Endgame
15160,A1 CLINT BARTON,Unless you want your mind erased. And not in the fun way.,Avengers: Endgame
15161,BROCK RUMLOW,We promise to be extra careful.,Avengers: Endgame
15162,SCOTT LANG,Who are these guys?,Avengers: Endgame
15163,TONY STARK,"SHIELD.  Actually, Hydra.  But we didn’t know that yet. ",Avengers: Endgame
15164,SCOTT LANG,Seriously?  ‘Cause it’s kind of obvious they’re bad guys.,Avengers: Endgame
15165,TONY STARK,You’re small but you’re talking loud.,Avengers: Endgame
15166,A1 STEVE,I’m on my way down to coordinate search and rescue.,Avengers: Endgame
15167,LOKI/STEVE,"“I’m on my way down to coordinate search and rescue.”  I mean, really, how do you keep your food down? ",Avengers: Endgame
15168,A1 THOR,"Yes, that’s much better. You coming, Stark?",Avengers: Endgame
15169,A1 TONY,"One sec, just packing my lunch. ",Avengers: Endgame
15170,TONY STARK,"All right, you’re up, Little Buddy. There’s our stone.",Avengers: Endgame
15171,SCOTT LANG,All right.  Flick me.,Avengers: Endgame
15172,A1 HULK,Hulk take stairs.,Avengers: Endgame
15173,TONY STARK,"Okay, Cap, I make ten of them, just passing the 80th floor. ",Avengers: Endgame
15174,STEVE ROGERS,Got it.  Head to the lobby.,Avengers: Endgame
15175,TONY STARK,Already on my way.,Avengers: Endgame
15176,JAPSER SITWELL,"Evidence secured, we are en route to Dr. List...No, no hitches at all, Mr. Secretary... Captain, I thought you were coordinating search and rescue? ",Avengers: Endgame
15177,STEVE ROGERS,Change of plans.,Avengers: Endgame
15178,BROCK RUMLOW,Cap.,Avengers: Endgame
15179,STEVE ROGERS,Rumlow. I got a call from the Secretary’s office.  I’m going to be running point on the scepter.,Avengers: Endgame
15180,JAPSER SITWELL,Sir?  I don’t understand-,Avengers: Endgame
15181,STEVE ROGERS,We’ve had word there might be an attempt to steal it.,Avengers: Endgame
15182,BROCK RUMLOW,"Afraid we can’t allow that, Cap. ",Avengers: Endgame
15183,JAPSER SITWELL,I’ll have to check with the Director-,Avengers: Endgame
15184,STEVE ROGERS,No.  Trust me.  It’s okay... Hail Hydra.,Avengers: Endgame
15185,A1 HULK,SO MANY STAIRS!,Avengers: Endgame
15186,TONY STARK,"Okay, Thumbelina, you’re a go.",Avengers: Endgame
15187,SCOTT LANG,Bombs away. Is that...Axe body spray?,Avengers: Endgame
15188,TONY STARK,"Yeah, I had a can in the desk for emergencies.  Can we focus, please? ",Avengers: Endgame
15189,SCOTT LANG,I’m going inside you...,Avengers: Endgame
15190,ALEXANDER PIERCE,Mind if I ask where you’re going?,Avengers: Endgame
15191,A1 THOR,"We were thinking lunch, then Asgard.  And you are? ",Avengers: Endgame
15192,A1 TONY,"Alexander Pierce.  He’s the guy behind the guys behind Fury, so don’t mess. ",Avengers: Endgame
15193,ALEXANDER PIERCE,My friends call me Mr. Secretary.  I have to ask you to turn the prisoner over to me.,Avengers: Endgame
15194,A1 THOR,"Loki will answer to Odin, himself. ",Avengers: Endgame
15195,ALEXANDER PIERCE,"No, he’ll answer to us.  “Odin” can have what’s left. And we’ll need the case back, too. That’s been SHIELD property for over seventy years. ",Avengers: Endgame
15196,A1 TONY,"I’m not gonna argue who has authority here but jurisdictionally speaking, we are on Stark property. That is my name on the glass... ",Avengers: Endgame
15197,ALEXANDER PIERCE,Just give me the case.,Avengers: Endgame
15198,TONY STARK,"Move it, Stuart Little.  Things are getting dicey out here",Avengers: Endgame
15199,SCOTT LANG,This place is a mess. You promise you won’t die?,Avengers: Endgame
15200,TONY STARK,You’re only giving me a minor cardiac dysrhythmia-,Avengers: Endgame
15201,SCOTT LANG,That doesn’t actually sound minor-,Avengers: Endgame
15202,TONY STARK,Window’s closing.  Pull my plug.,Avengers: Endgame
15203,SCOTT LANG,Here goes...,Avengers: Endgame
15204,ALEXANDER PIERCE,Stark? MEDIC!,Avengers: Endgame
15205,A1 THOR,Stark?  Somebody get some help!  Is it your chest machine?,Avengers: Endgame
15206,TONY STARK,Meet me in the alley.  I’m just gonna grab a slice at Famous Ray’s-,Avengers: Endgame
15207,SCOTT LANG,"That wasn’t supposed to happen, was it? ",Avengers: Endgame
15208,A1 THOR,WHERE’S LOKI?,Avengers: Endgame
15209,SECURITY,"Building-wide alert, all units. Target Loki, maximum force. ",Avengers: Endgame
15210,STEVE ROGERS,Tony?  What’s going on?  Tell me you got that cube-,Avengers: Endgame
15211,A1 STEVE,"Strike Teams, clear Forty, then work down.",Avengers: Endgame
15212,STEVE ROGERS,"Oh, great. ",Avengers: Endgame
15213,A1 STEVE,"Disregard.  I have eyes on Loki, Fourteenth Floor. ",Avengers: Endgame
15214,STEVE ROGERS,I’m not Loki.  And I don’t want to hurt you.,Avengers: Endgame
15215,A1 STEVE,You’re not going to get the chance-,Avengers: Endgame
15216,STEVE ROGERS,Forgot about that one.,Avengers: Endgame
15217,A1 STEVE,I can do this all day-,Avengers: Endgame
15218,STEVE ROGERS,"Yeah, I know...",Avengers: Endgame
15219,A1 STEVE,Where’d you get this?,Avengers: Endgame
15220,STEVE ROGERS,PX.  Camp Lehigh.  1943.,Avengers: Endgame
15221,A1 STEVE,You’ve got a lot of nerve.,Avengers: Endgame
15222,STEVE ROGERS,That is America’s ass.,Avengers: Endgame
15223,ANCIENT ONE,"I wish I could help you, Bruce... But if I were to give up the Time Stone to help your reality, I’d be dooming my own. ",Avengers: Endgame
15224,BRUCE BANNER,"Yeah, with all due respect, I’m not sure the science supports that. ",Avengers: Endgame
15225,ANCIENT ONE,"And yet, you’re the one currently standing in the middle of my hydrangeas.",Avengers: Endgame
15226,BRUCE BANNER,"Lady, I just want to borrow your necklace- ",Avengers: Endgame
15227,ANCIENT ONE,"At what cost? The Infinity Stones create the experience you know as the flow of time.  Remove one of the stones, and the flow splits. Now, your timeline might benefit. My new one...would definitely not.  In this new branch reality, without our chief weapon against the forces of darkness, our world would be overrun...  For each stone you remove, you’ll create a new, vulnerable timeline. Millions will suffer. Now tell me, Doctor.  Can your science prevent all that? ",Avengers: Endgame
15228,BRUCE BANNER,"No.  But it can erase it. Because once we’re done with the stones, we can return each one to its own timeline.  At the moment it was taken.  So chronologically, in that reality, the stone never left. ",Avengers: Endgame
15229,ANCIENT ONE,"You’re leaving out the most important part, though.  In order to put the stones back, you’d have to survive. ",Avengers: Endgame
15230,BRUCE BANNER,We will.  I will.  I promise.,Avengers: Endgame
15231,ANCIENT ONE,I can’t risk this reality on a promise. It is the duty of the Sorcerer Supreme to protect the Time Stone-,Avengers: Endgame
15232,BRUCE BANNER,Yeah?  Then why the hell did Strange give it away? ,Avengers: Endgame
15233,ANCIENT ONE,What did you say?,Avengers: Endgame
15234,BRUCE BANNER,Strange gave Thanos the Time Stone.,Avengers: Endgame
15235,ANCIENT ONE,Willingly?  Why?,Avengers: Endgame
15236,BRUCE BANNER,Don’t know.  Maybe he made a mistake.,Avengers: Endgame
15237,ANCIENT ONE,Or I did. Strange is meant to be the best of us.,Avengers: Endgame
15238,BRUCE BANNER,Then he must have had a reason.,Avengers: Endgame
15239,ANCIENT ONE,I fear you may be right...,Avengers: Endgame
15240,BRUCE BANNER,Thank you.,Avengers: Endgame
15241,ANCIENT ONE,"I’m counting on you, Bruce. We all are. ",Avengers: Endgame
15242,THANOS,Run diagnostics.  Show me her memory file.,Avengers: Endgame
15243,EBONY MAW,"Sir, the file appears...entangled. It was a memory, but not hers. There’s another consciousness sharing her network.  Another Nebula. ",Avengers: Endgame
15244,THANOS,Impossible.,Avengers: Endgame
15245,EBONY MAW,This duplicate carries a time stamp...from nine years in the future.,Avengers: Endgame
15246,THANOS,Where is this “other Nebula?”,Avengers: Endgame
15247,EBONY MAW,In our solar system.  On Morag.,Avengers: Endgame
